Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,X,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,TotalOverTenure,TotalByTenure,TotalLastMonth,TotalServices,TotalDevices,LastMonthGroup,CardSpendGroup,TenureGroup,segment,CustomerValue,probValue,ValueGroup,kmeans_segment
2,1,Female,29,17,Sales,No,1,No,35000,5.7,1.079295,0.915705,NA,No,Married,2,0,0,0,0,0,3,Lease,Foreign," $ 16,800.00 ",20,No,Yes,Mast,11,15,3630,Yes,57,51.15,934,No,0,0,Yes,Yes,43.15,2437.2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,No,Yes,3371.2,59.1438596491228,94.3,8,4,High,Low,Long,6,High,0.1702808297361127,Low,2
4,1,Female,68,11,Agriculture,No,36,Yes,35000,12.2,0.74298,3.52702,NA,No,Married,2,0,0,0,0,0,2,Own,Domestic," $ 13,900.00 ",19,Yes,No,AMEX,30,4,1455.9,No,64,53.1,1114,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,21,No,No,No,Yes,Yes,1114,17.40625,53.1,4,2,Low,Low,Long,2,Low,0.804819343672629,High,2
5,3,Male,22,16,Labor,No,0,No,20000,5.2,0.27976,0.76024,NA,Yes,Married,4,3,3,0,0,0,0,-1,-1," $ (1,000.00)",19,Yes,Yes,Disc,4,16,4823,Yes,29,21.6,220.9,Yes,21.4,559.8499999999999,No,No,0,0,No,No,No,4,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No,780.7499999999999,26.922413793103445,43,1,4,Low,Low,Short,1,Low,0.976279128265459,High,1
2,1,Female,46,10,Professional,No,5,No,25000,7.7,0.4774,1.4476,NA,No,Unmarried,1,6,0,0,0,0,2,Own,Domestic," $ 13,400.00 ",26,Yes,Yes,Visa,16,7,1389.5,No,31,27.6,322.5,No,0,0,No,No,0,0,No,No,No,No,Yes,No,Yes,No,No,20,No,No,No,No,Yes,322.5,10.403225806451612,27.6,2,1,Low,Low,Short,1,Low,0.9986061336576387,High,1
4,1,Male,24,17,Professional,No,0,No,33000,3.9,0.428571,0.858429,NA,No,Married,3,1,1,0,0,1,2,Own,Foreign," $ 16,800.00 ",30,No,No,Disc,6,12,1885.2,No,5,17.85,38.25,Yes,41.849999999999994,163.4,No,Yes,25.4,89.6,No,Yes,No,4,No,No,No,No,Yes,22,Yes,Yes,Yes,Yes,No,291.25,58.25,85.1,3,5,High,Low,Short,5,Low,0.9969537883302931,High,1
3,2,Female,78,16,Sales,No,18,Yes,32000,23.1,3.171168,4.220832,NA,No,Married,2,9,0,0,0,0,1,Lease,Domestic," $ 14,800.00 ",22,No,No,Visa,19,11,1762,No,39,20.25,234.75,No,0,0,Yes,Yes,32.2,1224.05,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,20,Yes,No,No,Yes,No,1458.8,37.40512820512821,52.45,8,4,Low,Low,Short,1,Low,0.9822751907241246,High,1
2,2,Male,73,10,Professional,No,31,Yes,16000,3,0.29856,0.18144,NA,No,Married,4,5,0,0,0,0,2,Lease,Domestic," $ 7,000.00 ",19,No,No,AMEX,33,11,3037.3,No,66,57.3,1231.75,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,33,No,No,No,No,Yes,1231.75,18.66287878787879,57.3,0,1,Low,Low,Long,2,Low,0.48666395420379704,Low,2
4,3,Female,26,20,Professional,No,0,No,64000,3.9,0.391872,2.104128,NA,Yes,Unmarried,1,2,1,1,0,0,2,Own,Domestic," $ 27,300.00 ",33,Yes,No,Disc,3,14,4107.8,Yes,8,6.1499999999999995,15.450000000000001,No,0,0,No,No,0,0,No,No,No,Yes,No,No,No,No,No,19,Yes,No,No,No,No,15.450000000000001,1.9312500000000001,6.1499999999999995,1,2,Low,Low,Short,1,Low,0.9998201578487855,High,1
2,1,Female,44,15,Service,No,7,No,31000,14.8,2.105892,2.482108,NA,No,Unmarried,1,12,0,0,0,0,3,Own,Foreign," $ 13,500.00 ",21,No,Yes,AMEX,21,9,4204.8,No,52,36.75,629.55,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,Yes,No,24,Yes,No,No,No,No,629.55,12.106730769230769,36.75,2,2,Low,Low,Long,2,Low,0.8741540943934493,High,2
5,1,Male,30,12,Sales,No,1,No,18000,14.5,0.79866,1.81134,NA,No,Married,4,0,0,0,0,0,5,Own,Domestic," $ 10,200.00 ",21,No,Yes,Visa,12,10,2635.5,Yes,27,9.6,86.3,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,21,No,No,No,No,Yes,86.3,3.196296296296296,9.6,0,1,Low,Low,Short,1,Low,0.9993015453071059,High,1
1,4,Male,44,8,Sales,No,9,No,41000,3.1,0.151249,1.119751,NA,No,Unmarried,1,0,0,0,0,0,2,Own,Domestic," $ 16,400.00 ",32,No,Yes,Visa,9,10,3211.9,No,14,17.1,75.95,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,20,Yes,No,Yes,No,No,75.95,5.425,17.1,0,3,Low,Low,Short,1,Low,0.9996283363975684,High,1
3,2,Female,21,12,Service,Yes,1,No,22000,2.7,0.27561600000000003,0.318384,NA,Yes,Married,2,0,0,0,0,1,3,Own,Domestic," $ 11,500.00 ",29,No,Yes,Othe,3,16,4610.3,Yes,6,13.65,26.35,No,0,0,No,No,0,0,Yes,No,No,No,No,No,No,Yes,No,17,Yes,No,No,No,No,26.35,4.391666666666667,13.65,2,2,Low,Low,Short,1,Low,0.9996932447898607,High,1
3,1,Female,62,9,Crafts,Yes,31,Yes,14000,15,0.5754,1.5246,NA,No,Married,2,3,0,1,0,1,3,Lease,Foreign," $ 5,100.00 ",18,No,No,Visa,37,7,797.5,No,70,125.25,2817.05,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,No,Yes,Yes,No,16,No,No,No,No,Yes,2817.05,40.24357142857143,125.25,4,1,High,Low,Long,6,High,0.04703850654037302,Low,2
4,3,Male,33,14,Sales,Yes,4,No,82000,6.9,3.745596,1.912404,NA,No,Married,2,5,0,0,0,1,2,Lease,Foreign," $ 58,400.00 ",30,No,Yes,AMEX,8,9,3281.9,No,21,13.350000000000001,81.7,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,Yes,15,Yes,No,Yes,No,Yes,81.7,3.8904761904761904,13.350000000000001,0,3,Low,Low,Short,1,Low,0.999323933864487,High,1
2,1,Male,65,17,Sales,Yes,7,No,91000,0.3,0.094731,0.178269,NA,No,Unmarried,1,0,0,0,0,1,1,Lease,Domestic," $ 53,900.00 ",17,Yes,Yes,AMEX,36,11,4517.3,Yes,68,66,1487.1499999999999,Yes,55.949999999999996,3887.2,Yes,Yes,84.85,5602.9,Yes,Yes,Yes,4,Yes,No,No,No,Yes,17,Yes,No,Yes,Yes,Yes,10977.25,161.43014705882354,206.79999999999998,6,5,High,Low,Long,6,High,5.104670063202249e-5,Low,2
3,2,Male,38,16,Labor,No,10,No,74000,4.7,0.699078,2.778922,NA,No,Married,2,0,0,0,0,1,5,Own,Foreign," $ 36,500.00 ",27,Yes,Yes,AMEX,15,9,7489.5,Yes,36,42.3,521.9,No,0,0,No,No,0,0,No,No,No,No,Yes,No,No,No,No,18,No,Yes,No,No,No,521.9,14.497222222222222,42.3,1,2,Low,High,Short,3,Low,0.784146743388786,High,3
4,3,Female,34,15,Sales,No,3,No,46000,2.1,0.358386,0.607614,NA,No,Unmarried,2,2,2,0,0,1,3,Own,Domestic," $ 17,500.00 ",28,No,Yes,AMEX,14,6,1416.3,Yes,31,32.4,354.45,No,0,0,No,No,0,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,20,Yes,Yes,Yes,No,No,354.45,11.433870967741935,32.4,5,4,Low,Low,Short,1,Low,0.9981281345916888,High,1
2,2,Male,78,20,Professional,Yes,13,Yes,14000,8.2,0.307664,0.840336,NA,No,Married,2,4,0,0,0,1,2,Lease,Domestic," $ 8,000.00 ",25,No,No,Disc,39,9,2428.1,No,72,107.4,2537.2,No,0,0,Yes,No,0,0,Yes,No,No,Yes,Yes,No,No,Yes,No,16,Yes,No,No,No,Yes,2537.2,35.23888888888889,107.4,4,2,High,Low,Long,6,High,0.03799365817968274,Low,2
5,3,Female,47,10,Service,No,17,No,68000,22,5.40056,9.55944,NA,Yes,Unmarried,1,0,0,0,0,1,4,Own,Foreign," $ 40,500.00 ",26,No,No,Visa,16,16,5288.1,No,28,23.85,213.9,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,15,No,No,No,No,No,213.9,7.639285714285714,23.85,0,1,Low,High,Short,3,Low,0.9904528915101459,High,1
3,3,Female,60,19,Labor,No,22,No,101000,7.2,1.498032,5.773968,NA,No,Married,2,2,0,1,1,0,2,Own,Domestic," $ 39,700.00 ",30,Yes,Yes,AMEX,12,9,12608.3,Yes,14,30.3,121.55,Yes,39.05,494.8,Yes,Yes,22.650000000000002,271.75,Yes,Yes,Yes,4,No,Yes,Yes,Yes,Yes,17,Yes,No,No,Yes,No,888.1,63.43571428571429,92,8,4,High,High,Short,7,High,0.08140149029312255,Low,3
3,4,Female,61,17,Professional,No,7,No,121000,9.1,4.085081,6.925919,NA,No,Married,2,5,0,2,3,1,2,Own,Domestic," $ 67,700.00 ",28,Yes,Yes,Visa,31,13,2963.3,No,60,28.5,540,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,No,Yes,No,19,No,No,No,No,Yes,540,9,28.5,3,1,Low,Low,Long,2,Low,0.9109007156268856,High,2
4,5,Female,77,11,Service,No,23,Yes,19000,15.3,0.866286,2.040714,NA,No,Unmarried,1,8,0,0,0,0,2,Lease,Domestic," $ 9,800.00 ",30,No,Yes,Mast,13,5,914,No,32,15.15,150,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,29,No,No,No,No,Yes,150,4.6875,15.15,0,1,Low,Low,Short,1,Low,0.9994407685662676,High,1
5,5,Female,21,16,Crafts,No,0,No,30000,13.5,1.22715,2.82285,NA,Yes,Married,4,0,0,0,0,1,2,Own,Foreign," $ 9,900.00 ",31,No,Yes,Disc,4,17,5459.2,Yes,10,14.1,52.349999999999994,Yes,24.7,190.85000000000002,No,No,0,0,No,No,No,2,No,No,No,No,Yes,20,Yes,Yes,Yes,No,No,243.20000000000002,24.32,38.8,1,4,Low,High,Short,3,Low,0.9964952813355158,High,1
3,3,Female,31,19,Professional,No,1,No,43000,2.1,0.706146,0.196854,NA,Yes,Unmarried,3,4,0,0,0,0,3,Own,Foreign," $ 28,500.00 ",37,No,No,Disc,1,10,3089.6,No,2,12.9,6.3,Yes,32.849999999999994,42.849999999999994,Yes,Yes,28.75,22.3,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,16,Yes,Yes,Yes,No,No,71.44999999999999,35.724999999999994,74.5,8,5,High,Low,Short,5,Low,0.9974515191747828,High,1
1,4,Male,74,11,Professional,No,26,Yes,18000,1.4,0.054432,0.197568,NA,No,Unmarried,1,7,0,0,0,0,7,Lease,Domestic," $ 11,000.00 ",32,Yes,No,Othe,23,8,2416.7,No,50,44.4,708.25,No,0,0,Yes,No,0,0,Yes,No,No,No,No,Yes,No,Yes,Yes,24,No,No,No,No,Yes,708.25,14.165,44.4,3,1,Low,Low,Long,2,Low,0.9454605187284808,High,2
4,2,Female,27,20,Sales,No,0,No,42000,16.4,1.370712,5.517288,NA,No,Married,4,2,0,2,0,0,2,Own,Domestic," $ 17,800.00 ",27,No,Yes,Disc,9,12,3884.4,Yes,41,46.949999999999996,580.3499999999999,Yes,49,2046.8,Yes,Yes,49.25,2032.4,Yes,Yes,Yes,4,Yes,Yes,No,Yes,Yes,20,Yes,Yes,Yes,No,Yes,4659.549999999999,113.64756097560974,145.2,8,5,High,Low,Long,6,High,0.05054308895055523,Low,2
1,2,Male,64,10,Labor,No,36,No,327000,11.7,15.533154,22.725846,NA,No,Married,2,0,0,0,0,0,2,Own,Domestic," $ 85,800.00 ",23,No,Yes,AMEX,40,9,7848.1,No,72,302.1,7400.85,No,0,0,Yes,No,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,16,Yes,No,No,No,Yes,7400.85,102.78958333333334,302.1,8,3,High,High,Long,8,High,1.5728907368690944e-8,Low,2
5,4,Male,72,18,Professional,No,9,No,30000,6.9,0.17595,1.89405,NA,No,Married,2,3,0,0,0,1,2,Own,Domestic," $ 12,800.00 ",20,No,Yes,Visa,13,6,887.8,No,40,37.2,507.25,No,0,0,No,No,0,0,Yes,No,Yes,2,Yes,No,Yes,Yes,No,24,Yes,Yes,No,Yes,Yes,507.25,12.68125,37.2,5,5,Low,Low,Short,1,Low,0.9952507592318207,High,1
4,4,Male,66,16,Professional,No,21,Yes,96000,15.6,8.326656,6.649344,NA,No,Married,2,0,0,0,0,1,2,Own,Foreign," $ 44,100.00 ",31,No,Yes,Visa,38,13,4206.3,No,70,73.64999999999999,1858.25,No,0,0,Yes,No,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,22,Yes,No,Yes,No,Yes,1858.25,26.54642857142857,73.64999999999999,7,3,High,Low,Long,6,High,0.10102845021952643,Low,2
3,2,Male,55,16,Crafts,No,29,No,143000,10.9,9.66394,5.92306,NA,No,Unmarried,1,0,0,0,0,1,5,Own,Domestic," $ 94,800.00 ",23,No,Yes,AMEX,37,11,9955,No,69,55.5,1286.1,Yes,54.4,3676.2,Yes,No,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,21,Yes,Yes,No,Yes,Yes,4962.299999999999,71.91739130434782,109.9,8,4,High,High,Long,8,High,3.955937348591668e-4,Low,3
5,1,Female,20,15,Sales,No,0,No,25000,6.8,0.9061,0.7939,NA,Yes,Unmarried,1,0,0,0,0,0,2,Own,Domestic," $ 14,700.00 ",32,No,No,Disc,2,5,993.4,Yes,7,10.950000000000001,29.1,Yes,35.949999999999996,210.55,Yes,Yes,30.8,186,Yes,Yes,Yes,2,No,Yes,Yes,Yes,Yes,33,Yes,Yes,Yes,Yes,No,425.65,60.80714285714286,77.7,8,6,High,Low,Short,5,Low,0.9985956690464762,High,1
3,1,Male,59,18,Sales,No,7,No,68000,6.5,2.14812,2.27188,NA,No,Unmarried,1,0,0,0,0,0,3,Own,Foreign," $ 34,200.00 ",18,No,No,Disc,20,8,6026.7,No,56,59.849999999999994,1154.1499999999999,Yes,61.9,3395,Yes,Yes,74.8,4242.6,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,19,Yes,No,Yes,Yes,Yes,8791.75,156.99553571428572,196.55,9,5,High,High,Long,8,High,1.3283653167807272e-4,Low,2
3,2,Female,69,8,Professional,Yes,16,No,78000,12.7,6.68655,3.21945,NA,No,Married,2,2,1,1,0,0,0,-1,-1," $ (1,000.00)",23,No,Yes,Disc,40,10,3649.4,No,72,140.1,3491.9,No,0,0,Yes,No,0,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,16,No,No,No,Yes,Yes,3491.9,48.49861111111111,140.1,6,2,High,Low,Long,6,High,0.0027199393449649683,Low,2
1,2,Female,43,13,Sales,No,2,No,38000,6.5,0.45448,2.01552,NA,No,Unmarried,1,0,0,0,0,1,3,Own,Foreign," $ 18,200.00 ",24,No,No,Mast,9,6,1312.1,Yes,17,19.8,114.14999999999999,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,16,Yes,Yes,Yes,No,No,114.14999999999999,6.71470588235294,19.8,0,4,Low,Low,Short,1,Low,0.9998193353778613,High,1
3,1,Male,62,15,,No,7,No,56000,27.7,2.450896,13.061104,NA,No,Married,3,0,0,0,0,0,2,Own,Domestic," $ 18,000.00 ",21,No,Yes,Disc,27,10,4055.3,No,54,31.35,553.75,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,17,No,No,Yes,No,Yes,553.75,10.25462962962963,31.35,1,2,Low,Low,Long,2,Low,0.8934008033382405,High,2
5,2,Male,32,14,Professional,No,5,No,65000,14.1,4.133415,5.031585,NA,Yes,Unmarried,1,1,1,0,0,1,2,Own,Domestic," $ 36,700.00 ",27,No,Yes,Mast,7,12,3523.5,No,10,11.1,29.9,Yes,32.949999999999996,261.2,No,No,0,0,No,No,No,3,No,No,Yes,No,Yes,20,Yes,Yes,Yes,No,No,291.09999999999997,29.109999999999996,44.05,2,4,Low,Low,Short,1,Low,0.9986103444455195,High,1
3,1,Male,78,10,Crafts,No,28,Yes,17000,20.8,0.625872,2.910128,NA,No,Unmarried,1,0,0,0,0,0,2,Own,Domestic," $ 9,600.00 ",25,Yes,No,Visa,8,12,2700.4,No,26,46.05,378.7,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,16,No,No,No,No,No,378.7,14.565384615384614,46.05,0,1,Low,Low,Short,1,Low,0.9946306152385007,High,1
3,3,Male,64,15,Professional,No,11,No,62000,17.5,0.42315,10.42685,NA,No,Married,2,0,0,0,0,1,3,Own,Domestic," $ 31,900.00 ",25,Yes,Yes,AMEX,39,8,5054.5,No,72,220.65,5166.2,Yes,44.55,3259.8500000000004,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,16,Yes,No,Yes,No,Yes,8426.05,117.0284722222222,265.2,2,3,High,High,Long,8,High,7.900978863786718e-7,Low,2
1,1,Male,75,11,Sales,No,11,Yes,11000,8,0.22616,0.65384,NA,No,Unmarried,1,0,0,0,0,0,1,Own,Foreign," $ 5,700.00 ",29,No,No,Visa,14,18,3346.8,No,42,34.349999999999994,457.4,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,21,No,No,No,No,No,457.4,10.890476190476189,34.349999999999994,0,1,Low,Low,Long,2,Low,0.9764623344395386,High,1
1,1,Male,74,19,Professional,Yes,20,Yes,108000,9.3,4.549932,5.494068,NA,No,Married,2,5,0,0,0,1,1,Own,Foreign," $ 39,800.00 ",27,No,Yes,Disc,35,15,6840.9,No,69,67.95,1550.1,No,0,0,Yes,No,0,0,Yes,No,No,2,Yes,No,No,Yes,Yes,23,Yes,Yes,Yes,No,Yes,1550.1,22.465217391304346,67.95,3,4,Low,High,Long,4,High,0.031633832993134416,Low,3
2,2,Female,20,15,Sales,No,0,No,19000,7.6,0.280136,1.163864,NA,Yes,Unmarried,1,4,0,0,0,1,2,Own,Domestic," $ 7,600.00 ",24,No,Yes,Disc,1,8,1331.4,Yes,1,6.3,2.1,Yes,25.55,25.55,No,No,0,0,No,No,Yes,3,No,No,No,No,Yes,27,Yes,Yes,Yes,No,No,27.650000000000002,27.650000000000002,31.85,2,5,Low,Low,Short,1,Low,0.999936928805657,High,1
3,4,Male,65,15,Sales,No,6,Yes,26000,11.1,0.70707,2.17893,NA,No,Unmarried,1,7,0,0,0,1,1,Own,Domestic," $ 15,200.00 ",26,Yes,No,Visa,37,11,2765.6,Yes,70,204.3,4632,Yes,35.8,2430.9500000000003,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,No,12,Yes,Yes,Yes,No,Yes,7062.950000000001,100.89928571428572,240.10000000000002,3,4,High,Low,Long,6,High,1.8106123504771564e-5,Low,2
1,5,Female,66,16,Sales,No,3,No,21000,21.2,1.709568,2.742432,NA,Yes,Unmarried,1,0,0,0,0,1,0,-1,-1," $ (1,000.00)",25,No,No,Othe,28,11,2703,Yes,62,30.6,625.05,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,No,No,No,27,No,No,Yes,No,Yes,625.05,10.081451612903225,30.6,3,2,Low,Low,Long,2,Low,0.8954931478152389,High,2
4,2,Female,45,19,Service,No,10,No,82000,7,1.90568,3.83432,NA,No,Married,2,0,0,0,0,0,2,Own,Foreign," $ 50,500.00 ",19,No,Yes,Visa,8,12,4505.5,Yes,14,6.75,24.650000000000002,Yes,31.35,438.25,Yes,No,0,0,No,No,Yes,4,No,No,No,Yes,No,20,Yes,Yes,Yes,Yes,No,462.9,33.06428571428571,38.1,3,6,Low,Low,Short,1,Low,0.9971473278673065,High,1
2,1,Female,44,13,Crafts,Yes,13,No,60000,12.5,2.2125,5.2875,NA,No,Married,2,3,0,0,0,1,2,Own,Domestic," $ 35,500.00 ",12,Yes,Yes,Mast,26,11,4015.3,Yes,70,96.9,2239.4500000000003,No,0,0,Yes,No,0,0,Yes,No,No,No,No,Yes,Yes,No,No,20,No,Yes,No,No,Yes,2239.4500000000003,31.992142857142863,96.9,3,2,High,Low,Long,6,High,0.031914563147286204,Low,2
5,3,Female,59,11,Labor,Yes,21,No,100000,5.9,1.8644,4.0356,NA,No,Unmarried,1,6,0,1,0,1,3,Own,Domestic," $ 57,100.00 ",21,No,Yes,Visa,30,10,2967.7,No,63,60,1292.85,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,18,No,No,No,No,Yes,1292.85,20.52142857142857,60,0,1,Low,Low,Long,2,Low,0.5411627513325916,High,2
1,3,Female,38,15,Professional,No,8,No,81000,10.9,4.32621,4.50279,NA,No,Married,2,0,0,0,0,1,1,Own,Foreign," $ 30,600.00 ",28,Yes,No,Disc,1,7,5691.7,No,1,4.2,1.4,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,15,No,Yes,No,No,No,1.4,1.4,4.2,0,2,Low,High,Short,3,Low,0.9997965853717262,High,1
2,3,Male,65,13,Service,Yes,9,No,34000,17.3,2.517496,3.364504,NA,No,Unmarried,1,1,1,0,0,0,3,Own,Domestic," $ 15,200.00 ",20,No,No,AMEX,17,16,12027.4,Yes,36,19.2,241.75,No,0,0,Yes,No,0,0,No,No,No,2,Yes,No,Yes,Yes,No,23,Yes,No,Yes,No,No,241.75,6.715277777777778,19.2,3,3,Low,High,Short,3,Low,0.4358782052969938,Low,3
1,1,Female,26,15,Sales,No,1,No,23000,10.3,0.61594,1.75306,NA,Yes,Unmarried,1,5,0,0,0,0,2,Own,Foreign," $ 14,800.00 ",19,Yes,No,Mast,5,12,3796.1,Yes,8,15.450000000000001,58.4,No,0,0,No,No,0,0,No,No,No,2,No,No,No,No,No,14,Yes,Yes,No,No,No,58.4,7.3,15.450000000000001,0,3,Low,Low,Short,1,Low,0.9997471324974762,High,1
1,3,Male,70,16,Professional,No,11,No,107000,14.1,1.191873,13.895127,NA,No,Unmarried,1,3,2,0,0,0,1,Own,Domestic," $ 54,200.00 ",30,No,No,Othe,25,7,1895.9,No,56,38.25,760.4,No,0,0,No,No,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,24,Yes,Yes,No,No,Yes,760.4,13.578571428571427,38.25,8,4,Low,Low,Long,2,Low,0.9468174641146052,High,2
5,5,Female,65,18,Professional,No,17,No,66000,6.9,2.609442,1.944558,NA,No,Married,2,0,0,0,0,1,3,Own,Foreign," $ 31,500.00 ",36,No,Yes,Disc,25,11,2351.7,No,65,67.5,1397.1499999999999,No,0,0,Yes,No,0,0,Yes,No,No,2,No,Yes,No,No,No,21,Yes,Yes,No,No,Yes,1397.1499999999999,21.494615384615383,67.5,2,3,Low,Low,Long,2,Low,0.475445454387547,Low,2
5,5,Female,61,9,Professional,Yes,31,No,107000,3.6,1.88748,1.96452,NA,No,Unmarried,3,4,0,0,0,0,2,Own,Domestic," $ 44,100.00 ",27,No,No,AMEX,29,7,6242.2,No,63,34.8,695.8,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,Yes,Yes,No,22,No,No,Yes,No,Yes,695.8,11.044444444444444,34.8,3,2,Low,High,Long,4,High,0.3876212906910895,Low,3
3,4,Male,63,13,Sales,No,3,No,69000,3.5,1.335495,1.079505,NA,No,Unmarried,1,1,0,0,0,1,4,Own,Foreign," $ 53,200.00 ",22,Yes,Yes,Disc,19,11,6711.3,Yes,45,23.4,346.95,Yes,28.6,1210,Yes,No,0,0,No,No,No,3,No,No,No,No,No,18,Yes,No,Yes,No,Yes,1556.95,34.59888888888889,52,1,3,Low,High,Long,4,High,0.5574569808469855,High,3
1,4,Female,70,11,Service,No,29,No,224000,2.6,1.36864,4.45536,NA,No,Unmarried,1,2,2,0,0,1,0,-1,-1," $ (1,000.00)",19,Yes,No,AMEX,37,12,7028.2,Yes,71,86.4,2049.4500000000003,No,0,0,Yes,No,0,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,16,No,No,No,No,Yes,2049.4500000000003,28.865492957746483,86.4,6,2,High,High,Long,8,High,0.007918393693221917,Low,3
4,4,Male,64,22,Labor,No,21,Yes,28000,8.1,1.295028,0.972972,NA,No,Married,2,1,1,0,0,1,3,Own,Domestic," $ 13,100.00 ",28,Yes,Yes,Disc,34,13,3516.5,Yes,68,70.8,1728.1,Yes,39.449999999999996,2674.25,Yes,No,0,0,Yes,Yes,Yes,4,No,Yes,Yes,No,Yes,19,Yes,Yes,Yes,Yes,No,4402.35,64.7404411764706,110.25,6,6,High,Low,Long,6,High,0.02537082999231015,Low,2
5,5,Female,56,14,Sales,No,3,No,31000,0.9,0.175491,0.103509,NA,No,Married,2,1,1,0,0,1,4,Own,Foreign," $ 18,100.00 ",16,No,Yes,Disc,14,8,2902.8,No,26,30.3,271.2,Yes,28.7,694.7,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,28,No,Yes,No,No,Yes,965.9000000000001,37.150000000000006,59,5,2,Low,Low,Short,1,Low,0.9871579382352044,High,1
2,2,Male,43,14,Sales,Yes,1,No,32000,10.1,1.22816,2.00384,NA,Yes,Married,2,0,0,0,0,0,2,Own,Foreign," $ 18,300.00 ",20,Yes,Yes,Disc,15,19,4532,No,26,15.75,114.85,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,25,No,Yes,Yes,No,No,114.85,4.417307692307692,15.75,0,3,Low,Low,Short,1,Low,0.9970204489305725,High,1
1,1,Male,53,10,Agriculture,No,29,No,82000,4.8,0.842304,3.093696,NA,No,Unmarried,1,0,0,0,0,1,2,Own,Foreign," $ 45,600.00 ",29,No,Yes,Mast,25,12,3467,Yes,59,48.9,921,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,Yes,No,No,18,No,No,No,No,Yes,921,15.610169491525424,48.9,2,1,Low,Low,Long,2,Low,0.717425682648732,High,2
4,2,Female,36,12,Crafts,No,8,No,54000,9.6,0.762048,4.421952,NA,No,Married,2,1,1,0,0,1,2,Own,Domestic," $ 31,100.00 ",24,No,No,Mast,3,7,2712.1,Yes,8,11.4,25.3,No,0,0,Yes,No,0,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,14,No,No,No,No,No,25.3,3.1625,11.4,5,1,Low,Low,Short,1,Low,0.9998996617204724,High,1
1,5,Female,52,9,Crafts,No,19,No,42000,3,0.47628,0.78372,NA,No,Married,2,1,1,0,0,0,2,Own,Domestic," $ 17,800.00 ",22,No,Yes,Visa,34,9,2022.3,No,72,176.55,4276.1500000000005,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,No,No,No,21,Yes,No,No,No,Yes,4276.1500000000005,59.39097222222223,176.55,3,2,High,Low,Long,6,High,9.271942525062011e-4,Low,2
